product,name,description,availability,sku,price,year,name_for_matching,collection,keshi,metal,category,pearl_type
touchstone-ruby-bracelet,Touchstone Ruby Bracelet,"Paspaley Australian South Sea pearl bracelet featuring five 12mm button pearls set in 750 yellow gold with one hundred rubies total 1.00 carat and white diamonds. This is natural perfection on your wrist pure, luminous pearls surrounded by deep red rubies and dazzling white diamonds. Exquisite and understated, this bracelet will take you from day to night. NA",NA,V14B02YPB12,6980,2017,touchstone-ruby-bracelet,Touchstone,FALSE,Yellow gold,Bracelets,Button
touchstone-ruby-drop,Touchstone Ruby Drop,"Paspaley Australian South Sea pearl earrings featuring two 12mm triangle pearls set in 750 yellow gold with twenty-two rubies, total 0.73 carats and white diamonds. The perfect simplicity of matched pearls combined with rich red rubies and white diamonds, these drop earrings are timelessly elegant with a hint of luxury. NA",NA,V14E02YPT12,4980,2017,touchstone-ruby-drop,Touchstone,FALSE,Yellow gold,Earrings,Triangle
touchstone-ruby-necklet,Touchstone Ruby Necklet,"Paspaley Australian South Sea pearl necklace featuring one 13mm triangle pearl set in 750 yellow gold with ten rubies total 0.10 carats and white diamonds. Adjustable length from 30cm to 60cm. A crown of deep red rubies gives a flash of colour, while the subtle glimmer of diamonds offsets the lustre of the rotating pearl. This is a timeless piece you can wear with anything. NA",NA,V14N04YPT13,3280,2017,touchstone-ruby-necklet,Touchstone,FALSE,Yellow gold,Necklaces And Pendants,Triangle
touchstone-ruby-rambutan-clasp,Touchstone Ruby Rambutan Clasp,"Paspaley clasp set in 750 yellow gold with one hundred and twenty rubies total 2.72 carats and white diamonds. Radiant with pave set rubies, the opulence of tropical fruit is brought to life in this clasp perfect for adding a surprisingly personal touch to your prize strand of pearls. NA",NA,V14L04Y,9880,2017,touchstone-ruby-rambutan-clasp,Touchstone,FALSE,Yellow gold,Clasps,Unsure
touchstone-ruby-rim-clasp,Touchstone Ruby Rim Clasp,"Paspaley Australian South Sea pearl clasp featuring one 15mm button pearl set in 750 Yellow Gold with twenty-eight rubies, total 0.13 carats. Add your own touch of glamour to a prized strand with this pearl clasp. Its ring of flashing red rubies catches the eye and complements the glowing pearl. NA",NA,V14L03YPB15,4380,2017,touchstone-ruby-rim-clasp,Touchstone,FALSE,Other,Clasps,Button
touchstone-ruby-ring-13mm,Touchstone Ruby Ring,"Paspaley Australian South Sea pearl ring featuring one 13mm button pearl in 750 yellow gold with ninety-six white diamonds and forty-eight rubies, total 5.64 carats and 0.44 carats. Fresh and Elegant this ring features hand selected Australian South Sea pearls, white diamonds as well as rubies. NA",NA,V14R04YPB13,18800,2017,touchstone-ruby-ring-13mm,Touchstone,FALSE,Yellow gold,Rings,Button
touchstone-ruby-ring-9-10mm,Touchstone Ruby Ring,"Paspaley Touchstone ring featuring one, 9-10mm Australian South Sea oval pearl set in 750 yellow gold with thirty-nine rubies (0.59ct)The Touchstone collection provides a striking contrast between the smoothness of the pearl and inverted gemstones in different hues. This ring delicately wraps around the finger highlighting the pearl against the stunning rubies. NA",NA,V16R02YPO09,4780,2017,touchstone-ruby-ring-9-10mm,Touchstone,FALSE,Yellow gold,Rings,Oval
touchstone-ruby-rope,Touchstone Ruby Rope,"Paspaley Australian South Sea pearl necklace featuring twelve 12mm button pearls set in 750 yellow gold with two hundred and seventy-two rubies, total 3.83 carats. This necklace combines the elegance of perfectly matched pearls with the richness of rubies. Linked by white gold, this is a striking take on a classic. This piece can also be doubled up for a shorter style. NA",NA,V14N03YPB12,24800,2017,touchstone-ruby-rope,Touchstone,FALSE,White gold,Necklaces And Pendants,Button
touchstone-ruby-tassel,Touchstone Ruby Tassel,"Paspaley Australian South Sea pearl necklace featuring one 13mm triangle pearl set in 750 yellow gold with fifty-two white diamonds and twenty-five rubies, total 0.27 carats and 1.08 carats. Adjustable length from 39cm to 78cm. The warm purity of a free moving pearl is offset by a red halo of rubies. More gems on tassels add a bright, eye-catching accent to this classic necklace. NA",NA,V14N06YPT13,7180,2017,touchstone-ruby-tassel,Touchstone,FALSE,Yellow gold,Necklaces And Pendants,Triangle
triangle-strand-bracelet,Triangle Strand Bracelet,"Paspaley Australian South Sea pearl elastic strand bracelet featuring nineteen 11-12mm triangle pearls, identified by the Paspaley Strand Signature, a brilliant cut diamond set seamlessly in the end pearl. The ultimate expression of femininity, this unique triangle strand shows a woman's individuality. A unique clasp elastic enables you to slip it on a moment's notice. NA",NA,SBPT1112004,8480,2017,triangle-strand-bracelet,Strand,FALSE,Other,Bracelets,Triangle
unique-bracelet-white-gold,Unique Bracelet,Paspaley Australian South Sea pearl bracelet featuring one 12mm oval pearl set in 750 white gold. A bold white gold chain links a glowing oval pearl for a modern classic that exudes confidence for everyday wear. NA,NA,C00B04WPO12,6250,2017,unique-bracelet-white-gold,Other,FALSE,White gold,Bracelets,Oval
unique-bracelet-yellow-gold,Unique Bracelet,Paspaley Australian South Sea pearl bracelet featuring one 14mm circle pearl set in 750 yellow gold. A unique circle pearl is the centre piece of this bold link bracelet that adds a touch of luxe to a laid back weekend or everyday wear. NA,NA,C00B04YPC14,5750,2017,unique-bracelet-yellow-gold,Other,FALSE,Yellow gold,Bracelets,Circle
unique-charm-bracelet,Unique Charm Bracelet,"Paspaley Australian South Sea pearl bracelet featuring five 11mm oval pearls set in 750 white gold. A sophisticated take on a traditional charm bracelet, this modern classic is a must-have piece that will add a touch of luxury to your everyday look. NA",NA,C00B03WPO11,8650,2017,unique-charm-bracelet,Other,FALSE,White gold,Bracelets,Oval
unique-circle-charm-bracelet,Unique Circle Charm Bracelet,"Paspaley Australian South Sea pearl bracelet featuring five 12mm circle pearls set in 750 yellow gold. A sophisticated take on a traditional charm bracelet, this modern classic is a must-have piece that will add a touch of luxury to your everyday look. NA",NA,C00B03YPC12,7850,2017,unique-circle-charm-bracelet,Other,FALSE,Yellow gold,Bracelets,Circle
unique-necklace-white-gold,Unique Necklace,"Paspaley South Sea pearl necklace featuring one 13mm oval pearl set in 750 white gold. This modern classic features a bold white gold chain linking a glowing oval pearl. Worn alone or with a matching bracelet, this design radiates confidence for everyday wear. NA",NA,C00N06WPO13,13800,2017,unique-necklace-white-gold,Other,FALSE,White gold,Necklaces And Pendants,Oval
unique-necklace,Unique Necklace,Paspaley Australian South Sea pearl necklace featuring one 13mm oval pearl set in 750 yellow gold. An elegant oval pearl contrasts with the bold chain of this contemporary classic. Perfect for smart casual dressing. NA,NA,C00N06YPO13,13800,2017,unique-necklace,Other,FALSE,Yellow gold,Necklaces And Pendants,Oval
white-gold-odyssey-ring,White Gold Odyssey Ring,"Paspaley Australian South Sea pearl ring featuring one 11mm round pearl set in 750 white gold with white diamonds. Ring size 52, this ring can not be resized. Contact the Personal Shopper for other size options. Set to become a Paspaley design icon. This playful ring glides right on, as the perfect round pearl rolls over the skin diamonds catch the sunlight. NA",NA,S12R02WPR11,4180,2017,white-gold-odyssey-ring,Other,FALSE,White gold,Rings,Round
white-gold-pod-swirl-clasp,White Gold Pod Swirl Clasp,"Paspaley clasp set in 750 white gold with ninety-six white diamonds, total 0.98 carats. Add a little length and a lot of sparkle to your strand. Unlike a traditional clasp a Diamond Swirl Pod clasp can be worn alongside a pearl clasp or can be stacked in endless combinations using strands, cascades and nitriles. NA",NA,S12L05W,5980,2017,white-gold-pod-swirl-clasp,Other,FALSE,White gold,Clasps,Unsure
baroque-strand,Baroque Strand,"Paspaley 44.5cm choker length strand featuring 28, 13-16mm baroque pearls. Identified by the Paspaley Strand Signature, a brilliant cut diamond set seamlessly in the end pearl. This unique baroque strand is expertly matched in colour, size, shape and lustre by our skilled graders, featuring the world’s most refined stringing technique. Paspaley’s clasp mechanism enables you to instantly personalise your strand with one of our beautiful, interchangeable claps. 

All Paspaley strands are unique and price is indicative of the strand pictured. 
For more information on other available strands visit a boutique or contact the Personal Shopper

    	
		Paspaley 44.5cm choker length strand featuring 28, 13-16mm baroque pearls. Identified by the Paspaley Strand Signature, a brilliant cut diamond set seamlessly in the end pearl.",Out of stock,SCPQ1316001,49800,2018,baroque-strand,Strand,FALSE,Other,Necklaces And Pendants,Unsure
gold-keshi-rhapsody,Gold Keshi Rhapsody,"Paspaley 240cm length Rhapsody strand featuring 275, 6-9mm multi coloured keshi baroque pearls. Identified by the Paspaley Strand Signature, a brilliant cut diamond set seamlessly in the end pearl. Each Rhapsody strand is one-of-a-kind. These fluid strands feature a myriad of beautiful pearl shapes and sizes. Each can be playfully detached into bracelets and smaller necklaces.

    	
		Paspaley 240cm length Rhapsody strand featuring 275, 6-9mm multi coloured keshi baroque pearls. Identified by the Paspaley Strand Signature, a brilliant cut diamond set seamlessly in the end pearl.",Out of stock,SUKQ0609005,78800,2018,gold-keshi-rhapsody,Strand,TRUE,Other,Necklaces And Pendants,Unsure
keshi-rope-strand-of-the-harvest,Keshi Rope Strand of The Harvest,"Paspaley Rope Pearl Strand necklace featuring 110, 8-10mm Australian Keshi South Sea Baroque pearls, and 1 yellow diamond. Identified by the Paspaley Strand Signature, a brilliant cut diamond set seamlessly in the end pearl. This pearl strand has been expertly matched in colour, size, shape and lustre by our skilled graders and features the world’s most refined stringing technique. A unique interchangeable clasp mechanism enables you to instantly personalise your look. All Paspaley strands are unique and price is indicative of the strand pictured. For more information on other available strands visit a boutique or contact the Personal Shopper.

    	
		Paspaley Rope Pearl Strand necklace featuring 110, 8-10mm Australian Keshi South Sea Baroque pearls, and 1 yellow diamond. Identified by the Paspaley Strand Signature, a brilliant cut diamond set seamlessly in the end pearl.",Out of stock,SRKQ0810001,42800,2018,keshi-rope-strand-of-the-harvest,Strand,TRUE,Other,Necklaces And Pendants,Unsure
pearl-accessories-black-spinel-cascade-white-gold,Black Spinel Cascade - White Gold,"Paspaley 12 strand necklace in 18kt white gold, with black spinels. Length 43cm. Pearl sold separately. This necklace features 12 black spinel strands, woven together to create this unique black necklace. Wear with your favourite Paspaley pearl clasp.

    	
		Paspaley 12 strand necklace in 18kt white gold, with black spinels. Length 43cm. Pearl sold separately.",In stock,C00N10W43,4290,2018,black-spinel-cascade-white-gold,Other,FALSE,White gold,Accessories,Unsure
pearl-accessories-chalif-cascade-chain-yellow-gold,Chalif Cascade Chain - Yellow Gold,"Paspaley chain with 18kt yellow gold key ends. Length 42cm, width 2.7mm. Pearl sold separately. This necklace features woven strands of delicate yellow gold. Pair with your favourite Paspaley clasp to create your unique look.

    	
		Paspaley chain with 18kt yellow gold key ends. Length 42cm, width 2.7mm. Pearl sold separately.",In stock,C00C80Y2742,2460,2018,chalif-cascade-chain-yellow-gold,Other,FALSE,Yellow gold,Accessories,Unsure
pearl-accessories-fine-key-end-nitrile-white-gold,Fine Key End Nitrile - White Gold,"Paspaley nitrile cord featuring 18kt white gold key ends, width 3mm. Pearl sold separately. This nitrile cord is perfectly finished with white gold key ends and can be worn with a single pearl or your favourite clasp.

    	
		Paspaley nitrile cord featuring 18kt white gold key ends, width 3mm. Pearl sold separately.",In stock,DC00C50W30,390,2018,fine-key-end-nitrile-white-gold,Other,FALSE,White gold,Accessories,Unsure
pearl-accessories-fine-key-end-nitrile-yellow-gold,Fine Key End Nitrile - Yellow Gold,"Paspaley nitrile cord featuring 18kt yellow gold key ends, width 3mm. Pearl sold separately. This nitrile cord is perfectly finished with yellow gold key ends and can be worn with a single pearl or your favourite clasp.

    	
		Paspaley nitrile cord featuring 18kt yellow gold key ends, width 3mm. Pearl sold separately.",In stock,DC00C50Y30,390,2018,fine-key-end-nitrile-yellow-gold,Other,FALSE,Yellow gold,Accessories,Unsure
pearl-accessories-fine-mirror-trace-chain-rose-gold,Fine Mirror Trace Chain - Rose Gold,"Paspaley chain in 18kt rose gold, with 6 white diamonds on clasp (0.03ct), chain width 1.6mm. This classic rose gold chain features a mirror-like finish and precious diamond clasp.

    	
		Paspaley chain in 18kt rose gold, with 6 white diamonds on clasp (0.03ct), chain width 1.6mm.",In stock,DC00C00R16,740,2018,fine-mirror-trace-chain-rose-gold,Other,FALSE,Rose gold,Accessories,Unsure
pearl-accessories-fine-mirror-trace-chain-white-gold,Fine Mirror Trace Chain - White Gold,"Paspaley chain in 18kt white gold, with 6 white diamonds on clasp (0.03ct), width 1.6mm. This classic white gold chain features a mirror-like finish and elegant diamond clasp.

    	
		Paspaley chain in 18kt white gold, with 6 white diamonds on clasp (0.03ct), width 1.6mm.",In stock,DC00C00W16,650,2018,fine-mirror-trace-chain-white-gold,Other,FALSE,White gold,Accessories,Unsure
